time_ns,transaction,phase,location,vc,detail
2912262.0,lane_segmentation:dma_write,BEGIN_RESP,tile22,,DMA_WRITE
2912263.0,lane_segmentation:dma_write,RESP_ROUTER,tile22->tile23,1,plane=0; flits=1
2912264.5,lane_segmentation:dma_write,END_RESP,tile23,,DMA_WRITE
2912264.5,lane_segmentation:irq_raise,BEGIN_REQ,tile23,,IRQ_RAISE
2912267.0,lane_segmentation:irq_raise,REQ_ROUTER,tile23->tile22,1,plane=1; flits=1
2912271.0,lane_segmentation:irq_raise,REQ_ROUTER,tile22->tile21,3,plane=0; flits=1
2912275.0,lane_segmentation:irq_raise,REQ_ROUTER,tile21->tile20,3,plane=0; flits=1
2912279.0,lane_segmentation:irq_raise,REQ_ROUTER,tile20->tile19,3,plane=0; flits=1
2912283.0,lane_segmentation:irq_raise,REQ_ROUTER,tile19->tile18,1,plane=0; flits=1
2912287.0,lane_segmentation:irq_raise,REQ_ROUTER,tile18->tile12,3,plane=0; flits=1
2912291.0,lane_segmentation:irq_raise,REQ_ROUTER,tile12->tile6,3,plane=0; flits=1
2912295.0,lane_segmentation:irq_raise,REQ_ROUTER,tile6->tile0,3,plane=0; flits=1
2912296.5,lane_segmentation:irq_raise,END_REQ,tile0,,IRQ_RAISE
2912300.5,lane_segmentation:irq_raise,BEGIN_RESP,tile0,,IRQ_RAISE
2912303.0,lane_segmentation:irq_raise,RESP_ROUTER,tile0->tile1,3,plane=0; flits=1
2912307.0,lane_segmentation:irq_raise,RESP_ROUTER,tile1->tile2,3,plane=0; flits=1
2912311.0,lane_segmentation:irq_raise,RESP_ROUTER,tile2->tile3,3,plane=0; flits=1
2912315.0,lane_segmentation:irq_raise,RESP_ROUTER,tile3->tile4,3,plane=0; flits=1
2912319.0,lane_segmentation:irq_raise,RESP_ROUTER,tile4->tile5,1,plane=0; flits=1
2912323.0,lane_segmentation:irq_raise,RESP_ROUTER,tile5->tile11,1,plane=0; flits=1
2912327.0,lane_segmentation:irq_raise,RESP_ROUTER,tile11->tile17,3,plane=0; flits=1
2912331.0,lane_segmentation:irq_raise,RESP_ROUTER,tile17->tile23,3,plane=0; flits=1
2912332.5,lane_segmentation:irq_deliver,BEGIN_REQ,tile0,,IRQ_DELIVER
2912332.5,lane_segmentation:irq_raise,END_RESP,tile23,,IRQ_RAISE
2912335.0,lane_segmentation:irq_deliver,BEGIN_RESP,tile0,,IRQ_DELIVER
2912335.0,lane_segmentation:irq_deliver,END_REQ,tile0,,IRQ_DELIVER
2912335.0,lane_segmentation:irq_deliver,REQ_LOCAL,tile0,,16 B
2912337.0,lane_segmentation:irq_deliver,END_RESP,tile0,,IRQ_DELIVER
2912337.0,lane_segmentation:irq_deliver,RESP_LOCAL,tile0,,16 B
2915877.5,traffic_sign_classify:dma_read,BEGIN_RESP,tile7,,DMA_READ
2915879.0,traffic_sign_classify:dma_read,RESP_ROUTER,tile7->tile8,2,plane=1; flits=49152
2966569.0,traffic_sign_classify:dma_read,RESP_ROUTER,tile8->tile2,2,plane=0; flits=49152
3017257.0,traffic_sign_classify:dma_read,END_RESP,tile2,,DMA_READ
3081177.4545454546,traffic_sign_classify:iommu_write,BEGIN_REQ,tile2,,IOMMU_TRANSLATE
3081179.0,traffic_sign_classify:iommu_write,REQ_ROUTER,tile2->tile1,0,plane=1; flits=2
3081183.0,traffic_sign_classify:iommu_write,REQ_ROUTER,tile1->tile7,3,plane=0; flits=2
3081185.5,traffic_sign_classify:iommu_write,END_REQ,tile7,,IOMMU_TRANSLATE
3081194.5,traffic_sign_classify:iommu_write,BEGIN_RESP,tile7,,IOMMU_TRANSLATE
3081197.0,traffic_sign_classify:iommu_write,RESP_ROUTER,tile7->tile8,3,plane=1; flits=1
3081201.0,traffic_sign_classify:iommu_write,RESP_ROUTER,tile8->tile2,3,plane=0; flits=1
3081202.5,traffic_sign_classify:coherence,BEGIN_REQ,tile2,,COHERENCE_PROBE
3081202.5,traffic_sign_classify:iommu_write,END_RESP,tile2,,IOMMU_TRANSLATE
3081203.5,vehicle_pedestrian_detect:iommu_read,BEGIN_RESP,tile7,,IOMMU_TRANSLATE
3081205.0,traffic_sign_classify:coherence,REQ_ROUTER,tile2->tile1,1,plane=1; flits=2
3081205.0,vehicle_pedestrian_detect:iommu_read,RESP_ROUTER,tile7->tile1,0,plane=0; flits=1
3081206.5,vehicle_pedestrian_detect:dma_read,BEGIN_REQ,tile1,,DMA_READ
3081206.5,vehicle_pedestrian_detect:iommu_read,END_RESP,tile1,,IOMMU_TRANSLATE
3081209.0,traffic_sign_classify:coherence,REQ_ROUTER,tile1->tile7,0,plane=1; flits=2
3081209.0,vehicle_pedestrian_detect:dma_read,REQ_ROUTER,tile1->tile7,3,plane=1; flits=2
3081211.5,traffic_sign_classify:coherence,END_REQ,tile7,,COHERENCE_PROBE
3081213.0,vehicle_pedestrian_detect:dma_read,REQ_ROUTER,tile7->tile13,0,plane=0; flits=2
3081215.5,vehicle_pedestrian_detect:dma_read,END_REQ,tile13,,DMA_READ
3081218.5,traffic_sign_classify:coherence,BEGIN_RESP,tile7,,COHERENCE_PROBE
3081221.0,traffic_sign_classify:coherence,RESP_ROUTER,tile7->tile8,0,plane=2; flits=1
3081225.0,traffic_sign_classify:coherence,RESP_ROUTER,tile8->tile2,0,plane=1; flits=1
3081226.5,traffic_sign_classify:coherence,END_RESP,tile2,,COHERENCE_PROBE
3081226.5,traffic_sign_classify:dma_write,BEGIN_REQ,tile2,,DMA_WRITE
3081229.0,traffic_sign_classify:dma_write,REQ_ROUTER,tile2->tile1,2,plane=1; flits=1024
3082287.0,traffic_sign_classify:dma_write,REQ_ROUTER,tile1->tile7,1,plane=1; flits=1024
3083343.0,traffic_sign_classify:dma_write,END_REQ,tile7,,DMA_WRITE
3083867.0,traffic_sign_classify:dma_write,BEGIN_RESP,tile7,,DMA_WRITE
3083869.0,traffic_sign_classify:dma_write,RESP_ROUTER,tile7->tile8,1,plane=2; flits=1
3083873.0,traffic_sign_classify:dma_write,RESP_ROUTER,tile8->tile2,1,plane=1; flits=1
3083874.5,traffic_sign_classify:dma_write,END_RESP,tile2,,DMA_WRITE
3083874.5,traffic_sign_classify:irq_raise,BEGIN_REQ,tile2,,IRQ_RAISE
3083877.0,traffic_sign_classify:irq_raise,REQ_ROUTER,tile2->tile1,3,plane=1; flits=1
3083881.0,traffic_sign_classify:irq_raise,REQ_ROUTER,tile1->tile0,1,plane=0; flits=1
3083882.5,traffic_sign_classify:irq_raise,END_REQ,tile0,,IRQ_RAISE
3083886.5,traffic_sign_classify:irq_raise,BEGIN_RESP,tile0,,IRQ_RAISE
3083889.0,traffic_sign_classify:irq_raise,RESP_ROUTER,tile0->tile1,1,plane=1; flits=1
3083893.0,traffic_sign_classify:irq_raise,RESP_ROUTER,tile1->tile2,1,plane=1; flits=1
3083894.5,traffic_sign_classify:irq_deliver,BEGIN_REQ,tile0,,IRQ_DELIVER
3083894.5,traffic_sign_classify:irq_raise,END_RESP,tile2,,IRQ_RAISE
3083897.0,traffic_sign_classify:irq_deliver,BEGIN_RESP,tile0,,IRQ_DELIVER
3083897.0,traffic_sign_classify:irq_deliver,END_REQ,tile0,,IRQ_DELIVER
3083897.0,traffic_sign_classify:irq_deliver,REQ_LOCAL,tile0,,16 B
3083899.0,traffic_sign_classify:irq_deliver,END_RESP,tile0,,IRQ_DELIVER
3083899.0,traffic_sign_classify:irq_deliver,RESP_LOCAL,tile0,,16 B
3100418.5,vehicle_pedestrian_detect:dma_read,BEGIN_RESP,tile13,,DMA_READ
3100421.0,vehicle_pedestrian_detect:dma_read,RESP_ROUTER,tile13->tile7,0,plane=1; flits=76800
3179623.0,vehicle_pedestrian_detect:dma_read,RESP_ROUTER,tile7->tile1,1,plane=0; flits=76800
3258823.0,vehicle_pedestrian_detect:dma_read,END_RESP,tile1,,DMA_READ
3525158.227272727,vehicle_pedestrian_detect:iommu_write,BEGIN_REQ,tile1,,IOMMU_TRANSLATE
3525161.0,vehicle_pedestrian_detect:iommu_write,REQ_ROUTER,tile1->tile7,0,plane=2; flits=2
3525163.5,vehicle_pedestrian_detect:iommu_write,END_REQ,tile7,,IOMMU_TRANSLATE
3525172.5,vehicle_pedestrian_detect:iommu_write,BEGIN_RESP,tile7,,IOMMU_TRANSLATE
3525175.0,vehicle_pedestrian_detect:iommu_write,RESP_ROUTER,tile7->tile1,2,plane=0; flits=1
3525176.5,vehicle_pedestrian_detect:dma_write,BEGIN_REQ,tile1,,DMA_WRITE
3525176.5,vehicle_pedestrian_detect:iommu_write,END_RESP,tile1,,IOMMU_TRANSLATE
3525179.0,vehicle_pedestrian_detect:dma_write,REQ_ROUTER,tile1->tile7,1,plane=2; flits=8192
