time_ns,transaction,phase,location,vc,detail
1424405.0,nlp:irq_deliver,END_RESP,tile0,,IRQ_DELIVER
1424405.0,nlp:irq_deliver,RESP_LOCAL,tile0,,16 B
1435829.0,vision:dma_read,RESP_ROUTER,tile26->tile27,2,plane=0; flits=16384
1452727.0,vision:dma_read,RESP_ROUTER,tile27->tile28,2,plane=0; flits=16384
1469625.0,vision:dma_read,RESP_ROUTER,tile28->tile29,0,plane=0; flits=16384
1486523.0,vision:dma_read,RESP_ROUTER,tile29->tile23,0,plane=0; flits=16384
1503419.0,vision:dma_read,END_RESP,tile23,,DMA_READ
1929555.3636363635,vision:iommu_write,BEGIN_REQ,tile23,,IOMMU_TRANSLATE
1929557.0,vision:iommu_write,REQ_ROUTER,tile23->tile22,0,plane=1; flits=2
1929561.0,vision:iommu_write,REQ_ROUTER,tile22->tile21,2,plane=1; flits=2
1929565.0,vision:iommu_write,REQ_ROUTER,tile21->tile20,2,plane=1; flits=2
1929569.0,vision:iommu_write,REQ_ROUTER,tile20->tile19,0,plane=1; flits=2
1929573.0,vision:iommu_write,REQ_ROUTER,tile19->tile13,0,plane=1; flits=2
1929577.0,vision:iommu_write,REQ_ROUTER,tile13->tile7,2,plane=1; flits=2
1929579.5,vision:iommu_write,END_REQ,tile7,,IOMMU_TRANSLATE
1929588.5,vision:iommu_write,BEGIN_RESP,tile7,,IOMMU_TRANSLATE
1929591.0,vision:iommu_write,RESP_ROUTER,tile7->tile8,0,plane=1; flits=1
1929595.0,vision:iommu_write,RESP_ROUTER,tile8->tile9,2,plane=0; flits=1
1929597.5,crypto:iommu_read,BEGIN_RESP,tile7,,IOMMU_TRANSLATE
1929599.0,crypto:iommu_read,RESP_ROUTER,tile7->tile8,2,plane=1; flits=1
1929599.0,vision:iommu_write,RESP_ROUTER,tile9->tile10,2,plane=0; flits=1
1929603.0,crypto:iommu_read,RESP_ROUTER,tile8->tile9,0,plane=1; flits=1
1929603.0,vision:iommu_write,RESP_ROUTER,tile10->tile11,2,plane=0; flits=1
1929607.0,crypto:iommu_read,RESP_ROUTER,tile9->tile15,1,plane=0; flits=1
1929607.0,vision:iommu_write,RESP_ROUTER,tile11->tile17,3,plane=0; flits=1
1929611.0,crypto:iommu_read,RESP_ROUTER,tile15->tile21,1,plane=0; flits=1
1929611.0,vision:iommu_write,RESP_ROUTER,tile17->tile23,3,plane=0; flits=1
1929612.5,vision:coherence,BEGIN_REQ,tile23,,COHERENCE_PROBE
1929612.5,vision:iommu_write,END_RESP,tile23,,IOMMU_TRANSLATE
1929615.0,crypto:iommu_read,RESP_ROUTER,tile21->tile27,1,plane=0; flits=1
1929615.0,vision:coherence,REQ_ROUTER,tile23->tile22,1,plane=1; flits=2
1929619.0,crypto:iommu_read,RESP_ROUTER,tile27->tile33,1,plane=0; flits=1
1929619.0,vision:coherence,REQ_ROUTER,tile22->tile21,3,plane=1; flits=2
1929620.5,crypto:coherence,BEGIN_REQ,tile33,,COHERENCE_PROBE
1929620.5,crypto:iommu_read,END_RESP,tile33,,IOMMU_TRANSLATE
1929623.0,crypto:coherence,REQ_ROUTER,tile33->tile32,2,plane=0; flits=2
1929623.0,vision:coherence,REQ_ROUTER,tile21->tile20,3,plane=1; flits=2
1929627.0,crypto:coherence,REQ_ROUTER,tile32->tile31,2,plane=0; flits=2
1929627.0,vision:coherence,REQ_ROUTER,tile20->tile19,1,plane=1; flits=2
